Customer_ID,Gender,Age_Group,Customer_Type,Membership,Membership_Start_Date,Home_City,Vehicle_ID
CU00389,Male,18-25,Regular,Platinum,2025-02-05,Chennai,V00389
CU00390,Male,36-45,New,Silver,2025-12-24,Chennai,V00390
CU00391,Male,26-35,New,None,2025-07-01,Jaipur,V00391
CU00392,Female,26-35,Regular,None,2023-07-11,Jaipur,V00392
CU00393,Male,46-60,Regular,Platinum,2024-12-04,Bengaluru,V00393
CU00394,Male,18-25,Regular,None,2025-02-04,Pune,V00394
CU00395,Male,26-35,New,Gold,2023-03-05,Bengaluru,V00395
CU00396,Male,46-60,Regular,Gold,2022-06-22,Jaipur,V00396
CU00397,Female,46-60,New,Gold,2023-05-09,Ahmedabad,V00397
CU00398,Male,46-60,Regular,Silver,2025-05-16,Pune,V00398
CU00399,Male,26-35,New,Silver,2025-11-05,Jaipur,V00399
CU00400,Male,46-60,New,None,2024-07-01,Lucknow,V00400
CU00401,Male,46-60,Regular,Gold,2023-04-27,Delhi,V00401
CU00402,Female,46-60,Regular,Gold,2022-06-21,Kolkata,V00402
CU00403,Male,26-35,New,None,2025-04-01,Hyderabad,V00403
CU00404,Female,18-25,Regular,Platinum,2022-03-03,Delhi,V00404
CU00405,Male,46-60,Regular,Silver,2022-06-28,Ahmedabad,V00405
CU00406,Male,36-45,New,None,2023-01-10,Kolkata,V00406
CU00407,Female,36-45,Regular,Platinum,2024-11-16,Pune,V00407
CU00408,Female,26-35,New,Gold,2023-08-01,Delhi,V00408
CU00409,Male,46-60,Regular,None,2023-12-09,Kolkata,V00409
CU00410,Female,46-60,New,Silver,2023-08-17,Ahmedabad,V00410
CU00411,Male,46-60,Regular,Gold,2023-12-05,Delhi,V00411
CU00412,Male,26-35,New,Silver,2025-10-23,Mumbai,V00412
CU00413,Female,18-25,New,Platinum,2022-09-06,Ahmedabad,V00413
CU00414,Male,18-25,Regular,None,2023-05-28,Bengaluru,V00414
CU00415,Female,26-35,New,None,2022-12-08,Chennai,V00415
CU00416,Female,46-60,Regular,Gold,2025-09-12,Ahmedabad,V00416
CU00417,Female,26-35,Regular,Silver,2024-07-27,Kolkata,V00417
CU00418,Female,26-35,New,None,2024-04-21,Ahmedabad,V00418
CU00419,Male,36-45,New,Gold,2022-02-26,Ahmedabad,V00419
CU00420,Male,18-25,New,Platinum,2022-02-22,Jaipur,V00420
CU00421,Male,46-60,New,None,2023-04-07,Hyderabad,V00421
CU00422,Female,26-35,New,Silver,2024-06-16,Lucknow,V00422
CU00423,Female,36-45,Regular,Platinum,2025-06-20,Lucknow,V00423
CU00424,Male,46-60,Regular,None,2024-09-01,Ahmedabad,V00424
CU00425,Female,18-25,Regular,Silver,2025-11-02,Hyderabad,V00425
CU00426,Female,36-45,Regular,Gold,2023-07-14,Chennai,V00426
CU00427,Male,26-35,New,None,2023-09-08,Jaipur,V00427
CU00428,Male,18-25,Regular,Silver,2022-10-08,Mumbai,V00428
CU00429,Male,46-60,New,None,2025-01-01,Hyderabad,V00429
CU00430,Male,36-45,Regular,Platinum,2023-05-02,Hyderabad,V00430
CU00431,Female,26-35,New,Platinum,2024-03-07,Pune,V00431
CU00432,Male,18-25,Regular,Gold,2022-11-01,Chennai,V00432
CU00433,Male,18-25,Regular,Silver,2024-01-06,Ahmedabad,V00433
CU00434,Female,46-60,Regular,None,2022-10-15,Mumbai,V00434
CU00435,Male,18-25,New,Silver,2023-09-17,Mumbai,V00435
CU00436,Female,36-45,New,Platinum,2023-06-24,Ahmedabad,V00436
CU00437,Female,18-25,New,Gold,2023-02-03,Hyderabad,V00437
CU00438,Female,36-45,New,Platinum,2025-09-18,Delhi,V00438
CU00439,Male,26-35,New,Gold,2023-11-26,Jaipur,V00439
CU00440,Female,46-60,Regular,Platinum,2023-08-01,Ahmedabad,V00440
CU00441,Male,26-35,Regular,Silver,2025-09-25,Kolkata,V00441
CU00442,Female,36-45,New,Gold,2022-07-10,Lucknow,V00442
CU00443,Female,36-45,Regular,Gold,2025-09-26,Jaipur,V00443
CU00444,Female,18-25,New,Silver,2025-12-06,Kolkata,V00444
CU00445,Female,36-45,New,Gold,2024-03-23,Bengaluru,V00445
CU00446,Female,18-25,New,Silver,2025-05-15,Ahmedabad,V00446
CU00447,Female,36-45,Regular,Gold,2022-05-10,Hyderabad,V00447
CU00448,Male,26-35,New,Silver,2022-06-17,Pune,V00448
CU00449,Female,26-35,Regular,Silver,2025-02-09,Chennai,V00449
CU00450,Male,46-60,New,Silver,2023-06-08,Jaipur,V00450
CU00451,Female,26-35,New,Gold,2022-01-13,Delhi,V00451
CU00452,Female,46-60,Regular,Gold,2022-08-11,Delhi,V00452
CU00453,Male,18-25,Regular,None,2023-08-04,Hyderabad,V00453
CU00454,Female,36-45,Regular,Silver,2023-01-18,Kolkata,V00454
CU00455,Female,46-60,Regular,Silver,2022-06-25,Mumbai,V00455
CU00456,Male,18-25,Regular,None,2025-09-25,Jaipur,V00456
CU00457,Male,46-60,Regular,Gold,2025-05-28,Chennai,V00457
CU00458,Male,36-45,New,Gold,2023-08-09,Pune,V00458
CU00459,Female,46-60,New,None,2024-03-15,Ahmedabad,V00459
CU00460,Male,18-25,Regular,Gold,2024-05-12,Chennai,V00460
CU00461,Female,46-60,New,Gold,2022-01-24,Pune,V00461
CU00462,Male,18-25,Regular,Silver,2022-02-03,Mumbai,V00462
CU00463,Male,36-45,Regular,Platinum,2023-01-22,Chennai,V00463
CU00464,Female,18-25,Regular,Platinum,2024-02-19,Lucknow,V00464
CU00465,Male,36-45,Regular,Gold,2022-04-16,Ahmedabad,V00465
CU00466,Male,26-35,New,None,2022-08-27,Hyderabad,V00466
CU00467,Female,46-60,New,Silver,2022-11-18,Bengaluru,V00467
CU00468,Female,18-25,New,Gold,2023-09-08,Kolkata,V00468
CU00469,Female,46-60,New,None,2022-10-12,Jaipur,V00469
CU00470,Female,36-45,New,None,2022-05-09,Bengaluru,V00470
CU00471,Female,36-45,New,None,2024-01-13,Delhi,V00471
CU00472,Female,46-60,New,Platinum,2023-03-06,Bengaluru,V00472
CU00473,Male,36-45,New,Silver,2022-01-21,Lucknow,V00473
CU00474,Male,46-60,Regular,None,2025-10-10,Kolkata,V00474
CU00475,Male,46-60,New,Platinum,2024-02-13,Hyderabad,V00475
CU00476,Female,26-35,Regular,None,2024-05-26,Pune,V00476
CU00477,Male,46-60,New,Silver,2025-01-05,Lucknow,V00477
CU00478,Male,46-60,Regular,Silver,2025-02-02,Ahmedabad,V00478
CU00479,Male,36-45,New,Platinum,2022-04-18,Ahmedabad,V00479
CU00480,Female,46-60,New,Silver,2023-11-21,Kolkata,V00480
CU00481,Male,26-35,Regular,Silver,2024-01-12,Chennai,V00481
CU00482,Male,26-35,Regular,Platinum,2023-09-22,Ahmedabad,V00482
CU00483,Male,36-45,Regular,Gold,2024-10-16,Kolkata,V00483
CU00484,Female,18-25,Regular,Silver,2025-11-10,Ahmedabad,V00484
CU00485,Female,36-45,Regular,None,2025-12-12,Chennai,V00485
CU00486,Female,36-45,Regular,Platinum,2023-10-07,Chennai,V00486
CU00487,Male,26-35,New,Silver,2022-06-26,Delhi,V00487
CU00488,Female,26-35,Regular,None,2023-02-15,Chennai,V00488
CU00489,Male,46-60,New,Silver,2025-11-24,Lucknow,V00489
CU00490,Male,46-60,New,None,2024-03-13,Jaipur,V00490
CU00491,Male,46-60,Regular,None,2024-07-14,Bengaluru,V00491
CU00492,Female,46-60,Regular,Silver,2024-07-04,Lucknow,V00492
CU00493,Male,18-25,Regular,Silver,2023-06-04,Hyderabad,V00493
CU00494,Male,18-25,Regular,Platinum,2023-05-03,Delhi,V00494
CU00495,Female,36-45,New,Gold,2024-08-08,Jaipur,V00495
CU00496,Female,18-25,New,None,2024-04-08,Kolkata,V00496
CU00497,Male,26-35,Regular,None,2025-02-14,Ahmedabad,V00497
CU00498,Female,46-60,New,Platinum,2023-08-09,Mumbai,V00498
CU00499,Male,26-35,Regular,None,2022-03-26,Lucknow,V00499
CU00500,Male,36-45,New,Platinum,2023-08-21,Delhi,V00500
CU00501,Female,36-45,New,Silver,2023-03-12,Bengaluru,V00501
CU00502,Male,36-45,New,Silver,2024-08-14,Chennai,V00502
CU00503,Male,26-35,Regular,None,2022-09-08,Ahmedabad,V00503
CU00504,Male,18-25,New,Silver,2023-02-27,Bengaluru,V00504
CU00505,Female,18-25,Regular,None,2024-07-28,Lucknow,V00505
CU00506,Female,18-25,Regular,None,2023-09-04,Hyderabad,V00506
CU00507,Male,36-45,New,None,2024-07-27,Hyderabad,V00507
CU00508,Female,18-25,New,None,2023-02-13,Delhi,V00508
CU00509,Female,36-45,New,Gold,2023-12-25,Delhi,V00509
CU00510,Female,36-45,Regular,Gold,2025-06-16,Bengaluru,V00510
CU00511,Female,46-60,Regular,Platinum,2025-06-15,Jaipur,V00511
CU00512,Female,18-25,New,Platinum,2022-01-17,Chennai,V00512
CU00513,Male,18-25,Regular,Gold,2023-02-01,Jaipur,V00513
CU00514,Female,36-45,New,Silver,2023-05-16,Bengaluru,V00514
CU00515,Female,26-35,New,Platinum,2025-04-20,Pune,V00515
CU00516,Male,46-60,Regular,Gold,2024-07-04,Kolkata,V00516
CU00517,Female,46-60,New,Gold,2025-03-10,Kolkata,V00517
CU00518,Female,36-45,Regular,Silver,2025-03-09,Bengaluru,V00518
CU00519,Female,26-35,New,Silver,2024-06-26,Kolkata,V00519
CU00520,Female,18-25,New,Silver,2024-04-17,Bengaluru,V00520
CU00521,Female,18-25,Regular,Platinum,2023-02-11,Pune,V00521
CU00522,Male,46-60,New,Silver,2024-08-03,Hyderabad,V00522
CU00523,Male,26-35,Regular,Silver,2023-07-05,Hyderabad,V00523
CU00524,Female,46-60,New,Gold,2024-06-05,Chennai,V00524
CU00525,Female,46-60,Regular,None,2025-02-17,Jaipur,V00525
CU00526,Male,36-45,Regular,Silver,2023-08-06,Delhi,V00526
CU00527,Male,36-45,Regular,None,2024-03-20,Hyderabad,V00527
CU00528,Male,26-35,Regular,Gold,2024-07-16,Delhi,V00528
CU00529,Female,26-35,New,Silver,2022-02-26,Lucknow,V00529
CU00530,Female,26-35,Regular,Silver,2023-03-13,Pune,V00530
CU00531,Male,18-25,New,None,2023-07-19,Mumbai,V00531
CU00532,Female,26-35,New,Gold,2025-08-21,Lucknow,V00532
CU00533,Male,36-45,Regular,Platinum,2024-01-07,Hyderabad,V00533
CU00534,Female,46-60,New,Gold,2022-07-21,Ahmedabad,V00534
CU00535,Male,26-35,Regular,None,2022-11-19,Jaipur,V00535
CU00536,Female,36-45,New,Silver,2025-02-20,Mumbai,V00536
CU00537,Female,26-35,New,Platinum,2022-02-15,Hyderabad,V00537
CU00538,Male,18-25,Regular,None,2024-05-23,Kolkata,V00538
CU00539,Female,36-45,Regular,None,2022-09-02,Mumbai,V00539
CU00540,Female,18-25,New,Silver,2022-01-24,Kolkata,V00540
CU00541,Male,18-25,New,Platinum,2022-06-06,Pune,V00541
CU00542,Female,18-25,New,Platinum,2022-07-14,Ahmedabad,V00542
CU00543,Female,46-60,Regular,Platinum,2023-10-14,Pune,V00543
CU00544,Female,18-25,Regular,None,2025-11-13,Bengaluru,V00544
CU00545,Male,36-45,Regular,Platinum,2022-01-17,Bengaluru,V00545
CU00546,Male,26-35,Regular,Gold,2023-10-01,Kolkata,V00546
CU00547,Male,46-60,New,None,2023-05-20,Pune,V00547
CU00548,Male,36-45,Regular,Silver,2024-11-22,Lucknow,V00548
CU00549,Female,46-60,New,Gold,2024-07-20,Mumbai,V00549
CU00550,Female,36-45,Regular,Gold,2023-09-13,Jaipur,V00550
CU00551,Female,46-60,Regular,Gold,2022-06-01,Delhi,V00551
CU00552,Male,18-25,New,Gold,2025-09-14,Lucknow,V00552
CU00553,Female,26-35,New,Silver,2025-03-27,Lucknow,V00553
CU00554,Male,36-45,New,Silver,2022-05-12,Chennai,V00554
CU00555,Male,36-45,Regular,Gold,2022-04-14,Bengaluru,V00555
CU00556,Male,26-35,New,None,2022-09-26,Delhi,V00556
CU00557,Female,36-45,New,Platinum,2025-09-10,Bengaluru,V00557
CU00558,Female,46-60,Regular,Platinum,2022-10-07,Chennai,V00558
CU00559,Female,26-35,Regular,Platinum,2022-03-20,Ahmedabad,V00559
CU00560,Male,26-35,New,Silver,2024-12-09,Chennai,V00560
CU00561,Male,18-25,Regular,Gold,2023-03-03,Chennai,V00561
CU00562,Male,18-25,Regular,Platinum,2025-06-26,Chennai,V00562
CU00563,Female,36-45,Regular,None,2025-10-04,Bengaluru,V00563
CU00564,Female,36-45,Regular,None,2022-06-26,Pune,V00564
CU00565,Female,18-25,Regular,Silver,2023-05-17,Lucknow,V00565
CU00566,Male,26-35,New,Gold,2023-01-05,Jaipur,V00566
CU00567,Female,36-45,Regular,None,2022-05-24,Chennai,V00567
CU00568,Female,26-35,New,None,2022-12-23,Lucknow,V00568
CU00569,Female,26-35,Regular,Platinum,2022-05-09,Jaipur,V00569
CU00570,Male,46-60,New,Gold,2022-04-19,Chennai,V00570
CU00571,Male,18-25,Regular,Gold,2024-09-28,Lucknow,V00571
CU00572,Male,46-60,Regular,None,2025-06-28,Ahmedabad,V00572
CU00573,Female,36-45,New,Silver,2024-09-24,Mumbai,V00573
CU00574,Male,36-45,New,Platinum,2023-09-07,Chennai,V00574
CU00575,Male,36-45,New,None,2024-05-26,Kolkata,V00575
CU00576,Female,46-60,New,Silver,2025-05-16,Jaipur,V00576
CU00577,Male,36-45,New,Gold,2022-05-08,Hyderabad,V00577
CU00578,Female,26-35,New,Platinum,2022-01-06,Jaipur,V00578
CU00579,Male,26-35,Regular,Platinum,2022-12-15,Ahmedabad,V00579
CU00580,Male,46-60,Regular,Silver,2023-06-15,Bengaluru,V00580
CU00581,Female,46-60,New,Gold,2024-06-25,Jaipur,V00581
CU00582,Female,46-60,New,Gold,2025-09-05,Bengaluru,V00582
CU00583,Male,26-35,New,Platinum,2025-09-03,Mumbai,V00583
CU00584,Male,46-60,Regular,Platinum,2023-02-24,Delhi,V00584
CU00585,Male,18-25,Regular,Platinum,2022-07-05,Delhi,V00585
CU00586,Male,36-45,New,Platinum,2024-02-22,Chennai,V00586
CU00587,Female,36-45,New,Platinum,2022-12-10,Delhi,V00587
CU00588,Male,36-45,New,None,2022-11-28,Kolkata,V00588
CU00589,Male,36-45,New,Gold,2025-03-24,Bengaluru,V00589
CU00590,Female,18-25,New,Platinum,2022-04-26,Hyderabad,V00590
CU00591,Female,46-60,Regular,Silver,2023-02-19,Jaipur,V00591
CU00592,Female,36-45,Regular,Silver,2024-12-02,Jaipur,V00592
CU00593,Female,46-60,Regular,None,2025-07-11,Jaipur,V00593
CU00594,Male,46-60,Regular,Silver,2022-05-17,Pune,V00594
CU00595,Female,36-45,Regular,Gold,2022-05-14,Pune,V00595
CU00596,Female,18-25,Regular,Silver,2024-06-17,Delhi,V00596
CU00597,Male,46-60,Regular,Silver,2022-11-10,Chennai,V00597
CU00598,Female,26-35,Regular,Gold,2022-04-18,Lucknow,V00598
CU00599,Male,26-35,Regular,Platinum,2025-11-17,Bengaluru,V00599
CU00600,Male,46-60,New,Silver,2022-07-20,Jaipur,V00600
CU00601,Male,36-45,New,Gold,2025-06-17,Kolkata,V00601
CU00602,Female,18-25,New,Gold,2022-06-04,Kolkata,V00602
CU00603,Female,36-45,New,Platinum,2022-09-28,Chennai,V00603
CU00604,Female,36-45,New,None,2025-10-17,Ahmedabad,V00604
CU00605,Male,36-45,New,Silver,2025-09-02,Mumbai,V00605
CU00606,Male,36-45,Regular,Platinum,2025-03-22,Kolkata,V00606
CU00607,Female,36-45,Regular,Platinum,2024-06-26,Bengaluru,V00607
CU00608,Female,46-60,Regular,None,2024-05-28,Mumbai,V00608
CU00609,Female,18-25,New,Silver,2024-07-03,Mumbai,V00609
CU00610,Female,18-25,Regular,Silver,2025-01-11,Jaipur,V00610
CU00611,Female,36-45,New,Silver,2024-08-03,Lucknow,V00611
CU00612,Male,46-60,New,None,2025-12-03,Ahmedabad,V00612
CU00613,Female,36-45,New,Gold,2023-05-06,Ahmedabad,V00613
CU00614,Male,26-35,Regular,Platinum,2025-03-07,Hyderabad,V00614
CU00615,Male,18-25,Regular,Silver,2022-02-23,Kolkata,V00615
CU00616,Female,26-35,New,None,2025-04-16,Ahmedabad,V00616
CU00617,Male,18-25,New,Silver,2025-10-27,Lucknow,V00617
CU00618,Male,36-45,Regular,Platinum,2022-04-10,Bengaluru,V00618
CU00619,Male,46-60,New,None,2022-08-26,Mumbai,V00619
CU00620,Female,46-60,New,Gold,2022-11-09,Pune,V00620
CU00621,Male,36-45,Regular,Gold,2025-10-06,Lucknow,V00621
CU00622,Female,26-35,Regular,Silver,2022-07-13,Lucknow,V00622
CU00623,Female,26-35,Regular,Platinum,2024-10-08,Chennai,V00623
CU00624,Male,26-35,New,Gold,2025-01-22,Chennai,V00624
CU00625,Female,46-60,New,Gold,2025-05-15,Pune,V00625
CU00626,Female,26-35,Regular,Platinum,2022-10-14,Ahmedabad,V00626
CU00627,Male,26-35,Regular,Silver,2022-03-05,Delhi,V00627
CU00628,Female,26-35,New,Platinum,2025-08-21,Jaipur,V00628
CU00629,Male,18-25,Regular,None,2025-12-24,Pune,V00629
CU00630,Male,46-60,Regular,Gold,2025-07-26,Bengaluru,V00630
CU00631,Female,46-60,New,Platinum,2022-09-06,Mumbai,V00631
CU00632,Male,46-60,Regular,Silver,2025-05-07,Ahmedabad,V00632
CU00633,Male,26-35,New,Gold,2024-02-19,Lucknow,V00633
CU00634,Male,18-25,New,None,2024-03-22,Jaipur,V00634
CU00635,Male,26-35,Regular,Gold,2024-06-04,Kolkata,V00635
CU00636,Female,18-25,Regular,Silver,2025-01-27,Kolkata,V00636
CU00637,Female,18-25,New,Silver,2024-11-21,Pune,V00637
CU00638,Male,36-45,Regular,Platinum,2024-11-18,Lucknow,V00638
CU00639,Female,46-60,New,Gold,2025-11-15,Lucknow,V00639
CU00640,Female,18-25,New,Silver,2023-02-16,Delhi,V00640
CU00641,Female,26-35,New,None,2025-11-02,Delhi,V00641
CU00642,Male,18-25,New,Silver,2023-07-24,Pune,V00642
CU00643,Male,18-25,New,Silver,2023-06-19,Delhi,V00643
CU00644,Male,26-35,New,None,2025-03-10,Pune,V00644
CU00645,Female,26-35,Regular,Gold,2023-10-11,Delhi,V00645
CU00646,Male,36-45,New,Platinum,2025-05-25,Delhi,V00646
CU00647,Male,36-45,Regular,Platinum,2024-01-16,Hyderabad,V00647
CU00648,Female,26-35,Regular,Platinum,2025-11-16,Bengaluru,V00648
CU00649,Female,46-60,New,Gold,2023-12-18,Chennai,V00649
CU00650,Female,26-35,New,Silver,2025-10-26,Chennai,V00650
CU00651,Female,26-35,New,Gold,2023-08-28,Lucknow,V00651
CU00652,Female,26-35,Regular,Gold,2024-10-24,Ahmedabad,V00652
CU00653,Female,26-35,New,Gold,2022-06-05,Ahmedabad,V00653
CU00654,Male,46-60,Regular,None,2023-06-26,Mumbai,V00654
CU00655,Female,26-35,Regular,Platinum,2025-07-07,Chennai,V00655
CU00656,Female,46-60,New,None,2025-11-27,Chennai,V00656
CU00657,Female,46-60,New,None,2023-08-03,Ahmedabad,V00657
CU00658,Male,46-60,New,None,2023-02-27,Chennai,V00658
CU00659,Female,36-45,Regular,Gold,2022-02-18,Pune,V00659
CU00660,Male,46-60,Regular,Gold,2025-06-17,Kolkata,V00660
CU00661,Male,46-60,New,Platinum,2025-06-14,Jaipur,V00661
CU00662,Male,26-35,Regular,None,2024-10-18,Pune,V00662
CU00663,Female,18-25,Regular,Gold,2024-03-14,Delhi,V00663
CU00664,Male,36-45,New,None,2024-09-05,Jaipur,V00664
CU00665,Male,26-35,Regular,Gold,2025-12-25,Jaipur,V00665
CU00666,Female,26-35,New,None,2022-12-06,Jaipur,V00666
CU00667,Male,46-60,New,None,2024-01-10,Delhi,V00667
CU00668,Male,18-25,Regular,Silver,2022-07-10,Pune,V00668
CU00669,Female,36-45,Regular,Gold,2023-06-06,Jaipur,V00669
CU00670,Female,18-25,Regular,Platinum,2022-05-20,Hyderabad,V00670
CU00671,Male,36-45,Regular,Platinum,2024-02-03,Lucknow,V00671
CU00672,Male,46-60,Regular,None,2024-08-24,Ahmedabad,V00672
CU00673,Male,26-35,New,Gold,2024-01-23,Mumbai,V00673
CU00674,Male,26-35,Regular,None,2024-08-03,Delhi,V00674
CU00675,Female,46-60,New,Silver,2024-05-25,Hyderabad,V00675
CU00676,Female,26-35,Regular,Gold,2024-11-26,Delhi,V00676
CU00677,Female,26-35,Regular,Platinum,2022-10-09,Hyderabad,V00677
CU00678,Female,46-60,New,Platinum,2022-07-16,Kolkata,V00678
CU00679,Male,18-25,Regular,Silver,2023-01-05,Bengaluru,V00679
CU00680,Female,36-45,New,None,2022-04-22,Mumbai,V00680
CU00681,Female,18-25,New,Silver,2025-05-11,Chennai,V00681
CU00682,Male,36-45,New,Gold,2025-01-07,Delhi,V00682
CU00683,Male,18-25,Regular,None,2023-03-25,Chennai,V00683
CU00684,Male,46-60,New,None,2023-10-15,Mumbai,V00684
CU00685,Female,26-35,New,Silver,2024-02-14,Mumbai,V00685
CU00686,Female,36-45,Regular,Silver,2025-09-18,Pune,V00686
CU00687,Female,46-60,Regular,Gold,2023-04-09,Chennai,V00687
CU00688,Male,18-25,Regular,Platinum,2023-07-09,Hyderabad,V00688
CU00689,Female,36-45,New,Platinum,2023-11-08,Jaipur,V00689
CU00690,Male,46-60,Regular,None,2023-05-05,Mumbai,V00690
CU00691,Male,26-35,Regular,Platinum,2025-05-12,Jaipur,V00691
CU00692,Female,36-45,Regular,Platinum,2025-01-14,Jaipur,V00692
CU00693,Male,36-45,New,Silver,2022-12-05,Pune,V00693
CU00694,Female,36-45,Regular,Platinum,2022-11-16,Lucknow,V00694
CU00695,Male,26-35,Regular,Gold,2022-08-16,Bengaluru,V00695
CU00696,Male,18-25,Regular,Silver,2024-01-04,Lucknow,V00696
CU00697,Female,26-35,Regular,None,2025-06-08,Chennai,V00697
CU00698,Male,46-60,New,Gold,2025-08-14,Bengaluru,V00698
CU00699,Female,46-60,New,Gold,2024-09-10,Lucknow,V00699
CU00700,Female,26-35,New,None,2024-11-03,Pune,V00700
CU00701,Female,26-35,Regular,Silver,2024-06-15,Bengaluru,V00701
CU00702,Female,36-45,New,None,2025-06-28,Chennai,V00702
CU00703,Male,18-25,Regular,Platinum,2024-08-19,Jaipur,V00703
CU00704,Male,18-25,New,Silver,2024-03-23,Chennai,V00704
CU00705,Male,36-45,New,Gold,2023-05-24,Jaipur,V00705
CU00706,Female,36-45,New,Silver,2024-12-18,Lucknow,V00706
CU00707,Male,36-45,Regular,Silver,2023-08-23,Delhi,V00707
CU00708,Male,26-35,Regular,Platinum,2025-02-07,Pune,V00708
CU00709,Male,36-45,New,Silver,2023-08-20,Chennai,V00709
CU00710,Male,26-35,New,Silver,2023-09-25,Pune,V00710
CU00711,Female,46-60,New,Silver,2023-05-26,Kolkata,V00711
CU00712,Male,26-35,New,Platinum,2022-10-14,Lucknow,V00712
CU00713,Male,36-45,New,None,2024-06-24,Hyderabad,V00713
CU00714,Male,26-35,New,Platinum,2025-04-16,Hyderabad,V00714
CU00715,Female,36-45,New,Gold,2023-01-03,Delhi,V00715
CU00716,Female,46-60,New,Silver,2022-02-25,Pune,V00716
CU00717,Female,46-60,New,None,2024-08-17,Pune,V00717
CU00718,Female,46-60,New,Platinum,2022-05-09,Delhi,V00718
CU00719,Female,18-25,Regular,Platinum,2023-08-10,Mumbai,V00719
CU00720,Female,26-35,New,Silver,2022-02-02,Bengaluru,V00720
CU00721,Male,26-35,Regular,Gold,2022-12-03,Pune,V00721
CU00722,Female,46-60,Regular,None,2023-02-21,Jaipur,V00722
CU00723,Female,46-60,New,Gold,2024-11-15,Mumbai,V00723
CU00724,Male,18-25,New,Gold,2022-04-20,Chennai,V00724
CU00725,Female,36-45,New,Gold,2022-09-20,Mumbai,V00725
CU00726,Female,18-25,Regular,Gold,2023-01-06,Ahmedabad,V00726
CU00727,Female,36-45,Regular,Silver,2024-08-24,Pune,V00727
CU00728,Female,36-45,New,Gold,2023-07-17,Hyderabad,V00728
CU00729,Male,36-45,New,Gold,2024-12-21,Bengaluru,V00729
CU00730,Female,18-25,New,Gold,2024-01-15,Kolkata,V00730
CU00731,Female,26-35,New,None,2024-02-10,Hyderabad,V00731
CU00732,Female,36-45,Regular,None,2025-11-22,Hyderabad,V00732
CU00733,Male,36-45,New,Gold,2023-01-17,Mumbai,V00733
CU00734,Female,18-25,New,Platinum,2024-09-23,Ahmedabad,V00734
CU00735,Female,36-45,Regular,Platinum,2022-06-13,Kolkata,V00735
CU00736,Male,36-45,Regular,Gold,2025-01-14,Lucknow,V00736
CU00737,Female,18-25,Regular,None,2023-01-15,Delhi,V00737
CU00738,Male,26-35,New,Platinum,2022-02-04,Jaipur,V00738
CU00739,Female,18-25,New,Platinum,2024-06-08,Lucknow,V00739
CU00740,Female,18-25,Regular,Platinum,2023-01-27,Mumbai,V00740
CU00741,Female,46-60,New,Platinum,2025-03-27,Lucknow,V00741
CU00742,Female,26-35,Regular,None,2022-10-18,Mumbai,V00742
CU00743,Female,18-25,Regular,None,2023-07-10,Lucknow,V00743
CU00744,Female,26-35,New,Gold,2025-09-10,Hyderabad,V00744
CU00745,Male,36-45,Regular,Silver,2024-06-25,Lucknow,V00745
CU00746,Female,46-60,Regular,Silver,2024-09-07,Pune,V00746
CU00747,Female,36-45,New,None,2024-02-09,Bengaluru,V00747
CU00748,Male,36-45,Regular,Gold,2025-10-21,Bengaluru,V00748
CU00749,Female,18-25,New,Silver,2024-04-25,Hyderabad,V00749
CU00750,Female,18-25,New,None,2022-12-28,Lucknow,V00750
CU00751,Male,46-60,New,Silver,2025-09-08,Lucknow,V00751
CU00752,Female,46-60,New,Gold,2022-12-26,Kolkata,V00752
CU00753,Male,46-60,Regular,Silver,2022-12-20,Hyderabad,V00753
CU00754,Female,18-25,New,None,2023-12-21,Chennai,V00754
CU00755,Female,18-25,New,None,2024-04-22,Bengaluru,V00755
CU00756,Male,46-60,Regular,Gold,2024-05-02,Mumbai,V00756
CU00757,Male,18-25,Regular,Silver,2022-12-07,Delhi,V00757
CU00758,Female,36-45,New,Platinum,2023-03-05,Bengaluru,V00758
CU00759,Male,26-35,New,Gold,2022-11-21,Lucknow,V00759
CU00760,Female,36-45,Regular,Platinum,2024-11-08,Bengaluru,V00760
CU00761,Male,18-25,Regular,Silver,2025-12-27,Chennai,V00761
CU00762,Female,46-60,New,Silver,2022-11-13,Delhi,V00762
CU00763,Male,36-45,Regular,Gold,2024-04-25,Mumbai,V00763
CU00764,Male,46-60,Regular,Gold,2022-04-27,Mumbai,V00764
CU00765,Female,26-35,Regular,None,2022-08-28,Kolkata,V00765
CU00766,Male,46-60,Regular,Silver,2022-06-14,Ahmedabad,V00766
CU00767,Male,18-25,New,Silver,2022-03-25,Jaipur,V00767
CU00768,Male,46-60,New,Silver,2024-02-28,Jaipur,V00768
CU00769,Female,36-45,New,Platinum,2022-09-12,Ahmedabad,V00769
CU00770,Male,36-45,Regular,Platinum,2024-06-19,Ahmedabad,V00770
CU00771,Male,26-35,Regular,None,2022-11-17,Lucknow,V00771
CU00772,Male,36-45,New,Gold,2022-05-20,Chennai,V00772
CU00773,Female,18-25,New,Silver,2022-05-22,Chennai,V00773
CU00774,Male,46-60,New,Platinum,2022-10-26,Pune,V00774
CU00775,Male,36-45,New,Platinum,2025-01-11,Mumbai,V00775
CU00776,Female,36-45,New,Platinum,2022-12-01,Chennai,V00776
CU00777,Female,26-35,Regular,None,2024-01-17,Pune,V00777
CU00778,Female,26-35,New,Platinum,2024-06-28,Lucknow,V00778
